	description	link	title	link_class	type
586	Number of offices of BSP supervised/regulated financial institutions by regional distribution (banks, non-banks, and off-shore banking units) with breakdown as to Head Office...	http://www.bsp.gov.ph/banking/pbs_excel/2.xls	Regional Distribution of Banking Offices, As of June 2013	<type 'unicode'>	xls
587	Number of automated teller machines (ATMs) with breakdown as to on-site and off-site, and number of banks with electronic banking facilities.	http://www.bsp.gov.ph/banking/pbs_archives/2008/1b.xls	Number of ATMs and Banks with Electronic Banking Facilities 2008	<type 'unicode'>	xls
588	This dataset contains the trainees served and certificates issued by the National Maritime Polytechnic Philippines for the year 1986 to 2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T08%3A41%3A08.948Z/dole-trainees-served-and-certificates-issued-by-the-national-maritime-polytechnic-philippines-1986-to-2011.csv	Trainees Served & Certificates Issued by the National Maritime Polytechnic Philippines-1986  2011	<type 'unicode'>	csv
589	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Thrift Banking System 2008	http://www.bsp.gov.ph/banking/pbs_archives/2008/39.xls	Balance Sheet and Key Ratios of Thrift Banking System 2008	<type 'unicode'>	xls
590	This dataset contains the strike lockout notices filed, actual strikes lockouts, workers involved & mandays lost - 1937 - 2011	http://data.insomnation.com/catalogue/storage/f/2013-12-09T08%3A20%3A20.846Z/dole-strike-lockout-notices-filed-actual-strikes-lockouts-workers-involved-and-mandays-lost-1937-to-2011.csv	Strike Lockout Notices Filed, Actual Strikes Lockouts, Workers Involved & Mandays Lost - 1937 - 2011	<type 'unicode'>	csv
591	This dataset contains the State Universities and Colleges (SUCs) Tuition fee by program level from 2010-2012. The program level are as follows : Baccalaureate (BS/AB), Masters...	http://data.insomnation.com/catalogue/storage/f/2013-12-09T08%3A11%3A51.207Z/ched-tuition-fee-per-unit-in-state-universities-and-colleges-by-program-level-2010-to-2012.csv	Tuition Fee per Unit in SUCs by Program Level	<type 'unicode'>	csv
592	This dataset contains the DOLE - Status of welfare cases, On-Site year 2007 to 2011	http://data.insomnation.com/catalogue/storage/f/2013-12-09T08%3A09%3A21.966Z/dole-status-of-welfare-cases-on-site-2007-to-2011.csv	Status of Welfare Cases, On-Site 2007 - 2011	<type 'unicode'>	csv
593	This data set contains the top ten (10) State Universities and Colleges (SUCs) cost per Student.  The cost was based from AY 2009/10.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T08%3A08%3A22.148Z/ched-top-10-sucs-cost-per-student-2009-to-2010.csv	Top 10 SUCs (Cost Per Student, 2009/10)	<type 'unicode'>	csv
594	This dataset contains the status of illegal recruitment cases for the year 2007 to 2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T07%3A56%3A14.997Z/dole-status-of-illegal-recruitment-cases-2007-to-2011.csv	Status of Illegal Recruitment Cases 2007-2011	<type 'unicode'>	csv
595	This dataset contains the State Universities and Colleges (SUCs) faculty-student ratio for AY 2012/13.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T07%3A58%3A09.854Z/ched-sucs-ratio-of-faculty-by-program-level-2012-to-2013.csv	SUCs Faculty-Student Ratio AY 2012/13	<type 'unicode'>	csv
596	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Thrift Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2009/39.xls	Balance Sheet and Key Ratios of Thrift Banking System 2009	<type 'unicode'>	xls
597	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Thrift Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2010/39.xls	Balance Sheet and Key Ratios of Thrift Banking System 2010	<type 'unicode'>	xls
598	This data set contains the estimated cost per student in State Universities and Colleges (SUCs)  by Region.  The cost was based from AY 2009 to 2010 and 2010 to 2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T07%3A52%3A18.337Z/ched-sucs-per-student-cost-by-region-2009-to-2011.csv	State University and Colleges Per Student Cost by Region 2009 to 2011	<type 'unicode'>	csv
599	This dataset contains the number and membership of existing labor organizations by type of labor organization for the year. 1980-2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T07%3A50%3A09.365Z/dole-number-and-membership-of-existing-labor-organizations-by-type-of-labor-organization-1980-to-2011.csv	Number & Membership of Existing Labor Organizations by Type of Labor Organization 1980-2011	<type 'unicode'>	csv
600	This dataset contains the performance of State Universities and Colleges (SUCs) in the PRC licensure examinations by discipline for 2010-2012.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T06%3A29%3A01.911Z/ched-performance-of-state-universities-and-colleges-in-the-prc-licensure-examination-2010-to-2012.csv	Performance of SUCs in the PRC Licensure Examinations by Discipline, CYs 2010 to 2012	<type 'unicode'>	csv
601	This dataset contains the PRC performance of HEIs in the licensure examinations by region and sector from 2008-2012.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T06%3A24%3A58.112Z/ched-percentage-performance-of-heis-in-the-prc-licensure-examinations-by-region-and-sector-2008-to-2012.csv	Percentage Performance of HEIs in the PRC Licensure Examinations by Region and Sector 2008 t0 2012	<type 'unicode'>	csv
602	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Thrift Banking System, As of May 2013	http://www.bsp.gov.ph/banking/pbs_excel/39.xls	Balance Sheet and Key Ratios of Thrift Banking System, As of May 2013	<type 'unicode'>	xls
603	This dataset contains the AY 2003-2002 to AY 2012/2013  information on the number of institutions, autonomous/deregulated HEIs, enrollment, graduates, performance in licensure...	http://data.insomnation.com/catalogue/storage/f/2013-12-09T06%3A18%3A11.186Z/ched-higher-education-indicator-2003-to-2013.csv	Higher Education Indicators 2003 to 2013	<type 'unicode'>	csv
604	This dataset contains the deployed overseas filipino workers (OFWs) by country of designation for the year 2007 to 2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T06%3A16%3A31.960Z/dole-deployed-overseas-filipino-workers-ofws-by-country-of-destination-2007-to-2011.csv	2007 to 2011Deployed Overseas Filipino Workers (OFWs) by Country of Destination	<type 'unicode'>	csv
605	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Universal and Commercial Banking System	http://www.bsp.gov.ph/banking/pbs_excel/12.xls	Balance Sheet and Key Ratios of Universal and Commercial Banking System, As of June 2013	<type 'unicode'>	xls
606	This dataset contains the distribution of higher education institutions (HEIs) for Academic Year 2012/13 by region, sector and institutional ownership.  The identified regions...	http://data.insomnation.com/catalogue/storage/f/2013-12-09T02%3A28%3A11.283Z/ched-distribution-of-higher-education-institutions-2012-to-2013.csv	Distribution of Higher Education Institutions: AY 2012/13	<type 'unicode'>	csv
607	This dataset contains the benefits and sevices for overseas filipino Worker, year 2007 to 2011	http://data.insomnation.com/catalogue/storage/f/2013-12-09T05%3A54%3A54.914Z/dole-benefits-and-services-for-overseas-filipino-workers-2007-to-2011.csv	Benefits and Services for Overseas Filipino Workers-2007 to 2011	<type 'unicode'>	csv
608	This data set contains the estimated cost per student by school.  The cost was based from AY 2012/13 Enrolment Head Count,  FY 2013 expenditure on Personnel Services (PS) and...	http://data.insomnation.com/catalogue/storage/f/2013-12-09T05%3A57%3A59.667Z/ched-estimated-cost-per-student-by-school-2012-to-2013.csv	Estimated Cost per Student by School	<type 'unicode'>	csv
609	This data set contains the estimated cost per student in State Universities and Colleges (SUCs).  The cost was based from AY 2012/13 Enrolment Head Count,  FY 2013 expenditure...	http://data.insomnation.com/catalogue/storage/f/2013-12-09T05%3A40%3A02.731Z/ched-estimated-cost-per-student-of-state-universities-and-college-2012-to-2013.csv	AY 2012/13 Estimated Cost per Student of State Universities and Colleges	<type 'unicode'>	csv
610	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Universal and Commercial Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2008/12.xls	Balance Sheet and Key Ratios of Universal and Commercial Banking System 2008	<type 'unicode'>	xls
611	This dataset contains the alien employment permits issued by nationality, year 1978-2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T05%3A19%3A51.317Z/dole-alien-employment-permits-issued-by-nationality-1978-to-2011.csv	1978 to 2011 Alien Employment Permits Issued by Nationality	<type 'unicode'>	csv
612	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Universal and Commercial Banking System 2009	http://www.bsp.gov.ph/banking/pbs_archives/2009/12.xls	Balance Sheet and Key Ratios of Universal and Commercial Banking System 2009	<type 'unicode'>	xls
613	This dataset contains the higher education graduates by discipline for AY 2002/03 - AY 2011/12.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T05%3A28%3A28.147Z/ched-higher-education-graduates-by-discipline-group-and-academic-year-2002-to-2012.csv	Graduates by Discipline Group and Academic Year 2002 to 2012	<type 'unicode'>	csv
614	This dataset contains the higher education enrollment by discipline for AY 2003/04 - AY 2012/13.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T05%3A08%3A55.155Z/ched-higher-education-enrollment-by-discipline-group-and-academic-year-2003-to-2013.csv	Enrollment by Discipline Group and Academic Year 2003 to 2013	<type 'unicode'>	csv
615	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Universal and Commercial Banking System 2010	http://www.bsp.gov.ph/banking/pbs_archives/2010/12.xls	Balance Sheet and Key Ratios of Universal and Commercial Banking System 2010	<type 'unicode'>	xls
616	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Universal and Commercial Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2011/12.xls	2011 Balance Sheet and Key Ratios of Universal and Commercial Banking System	<type 'unicode'>	xls
617	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Universal and Commercial Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2012/12.xls	Balance Sheet and Key Ratios of Universal and Commercial Banking System 2012	<type 'unicode'>	xls
618	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Philippine Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2008/3.xls	Balance Sheet and Key Ratios of Philippine Banking System 2008	<type 'unicode'>	xls
619	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Philippine Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2009/3.xls	Balance Sheet and Key Ratios of Philippine Banking System 2009	<type 'unicode'>	xls
620	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Philippine Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2010/3.xls	Balance Sheet and Key Ratios of Philippine Banking System 2010	<type 'unicode'>	xls
621	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Philippine Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2011/3.xls	Balance Sheet and Key Ratios of Philippine Banking System 2011	<type 'unicode'>	xls
622	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Philippine Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2012/3.xls	Balance Sheet and Key Ratios of Philippine Banking System 2012	<type 'unicode'>	xls
623	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Philippine Banking System	http://www.bsp.gov.ph/banking/pbs_excel/3.xls	Balance Sheet and Key Ratios of Philippine Banking System, As of March 2013	<type 'unicode'>	xls
624	Number of automated teller machines (ATMs) with breakdown as to on-site and off-site, and number of banks with electronic banking facilities.	http://www.bsp.gov.ph/banking/pbs_archives/2009/1b.xls	Number of ATMs and Banks with Electronic Banking Facilities 2009	<type 'unicode'>	xls
625	Number of automated teller machines (ATMs) with breakdown as to on-site and off-site, and number of banks with electronic banking facilities.	http://www.bsp.gov.ph/banking/pbs_archives/2010/1b.xls	Number of ATMs and Banks with Electronic Banking Facilities 2010	<type 'unicode'>	xls
626	Number of automated teller machines (ATMs) with breakdown as to on-site and off-site, and number of banks with electronic banking facilities.	http://www.bsp.gov.ph/banking/pbs_archives/2011/1.2.xls	Number of ATMs and Banks with Electronic Banking Facilities 2011	<type 'unicode'>	xls
627	Number of automated teller machines (ATMs) with breakdown as to on-site and off-site, and number of banks with electronic banking facilities.	http://www.bsp.gov.ph/banking/pbs_archives/2012/1.2.xls	Number of ATMs and Banks with Electronic Banking Facilities 2012	<type 'unicode'>	xls
628	Number of automated teller machines (ATMs) with breakdown as to on-site and off-site, and number of banks with electronic banking facilities.	http://www.bsp.gov.ph/banking/pbs_excel/1.2.xls	Number of ATMS and Banks with Electronic Banking Facilities, As of June 2013	<type 'unicode'>	xls
629	Also known as Financial Institutions Under BSP Supervision/Regulation. Number of offices of BSP supervised/regulated financial institutions by type of financial institution...	http://www.bsp.gov.ph/banking/pbs_archives/2008/1a.xls	Physical Network: Number of Offices 2008	<type 'unicode'>	xls
630	Also known as Financial Institutions Under BSP Supervision/Regulation. Number of offices of BSP supervised/regulated financial institutions by type of financial institution...	http://www.bsp.gov.ph/banking/pbs_archives/2009/1a.xls	Physical Network: Number of Offices 2009	<type 'unicode'>	xls
631	Also known as Financial Institutions Under BSP Supervision/Regulation. Number of offices of BSP supervised/regulated financial institutions by type of financial institution...	http://www.bsp.gov.ph/banking/pbs_archives/2010/1a.xls	Physical Network: Number of Offices 2010	<type 'unicode'>	xls
632	Also known as Financial Institutions Under BSP Supervision/Regulation. Number of offices of BSP supervised/regulated financial institutions by type of financial institution...	http://www.bsp.gov.ph/banking/pbs_archives/2011/1.1.xls	Physical Network: Number of Offices 2011	<type 'unicode'>	xls
